restaurant_id,city,cuisine,price_tier_2019,price_2019,price_2024,inflation_rate,years_open_pre_2019,review_trajectory,rent_index,closed,time_to_event_months
R03376,NYC,FastFood,$,7.69,10.74,0.3958,16.2,-0.786,1.305,1,35
R03377,Chicago,Chinese,$$,12.83,16.68,0.2997,19.6,0.517,1.123,0,72
R03378,LA,Italian,$$,17.24,20.59,0.1938,0.8,-1.389,1.277,1,52
R03379,Chicago,Chinese,$$,12.0,14.74,0.2282,1.1,-0.663,0.944,0,72
R03380,NYC,Japanese,$$$,23.19,27.61,0.1905,7.1,1.328,1.544,0,72
R03381,Chicago,Japanese,$$$,24.31,29.25,0.2031,2.8,0.352,0.987,0,72
R03382,Chicago,American,$$$,22.79,27.83,0.2211,1.0,0.271,0.968,0,72
R03383,LA,FastFood,$,9.74,13.44,0.3798,2.5,0.987,1.192,0,72
R03384,NYC,Japanese,$$$$,29.31,37.62,0.2835,2.0,0.611,1.793,0,72
R03385,LA,American,$$,13.81,16.67,0.207,6.9,-0.266,1.296,0,72
R03386,LA,Mediterranean,$$,12.74,16.34,0.2819,7.5,0.936,1.158,1,52
R03387,Chicago,Thai,$$,13.96,17.42,0.2473,13.4,-1.689,1.113,0,72
R03388,NYC,Chinese,$$,15.17,19.32,0.2733,2.9,-0.667,1.607,0,72
R03389,NYC,Mexican,$$,14.18,17.88,0.2605,4.5,-0.097,1.496,0,72
R03390,NYC,American,$$$,19.9,26.09,0.3112,7.8,0.548,1.394,0,72
R03391,LA,Thai,$,8.87,11.64,0.3123,5.8,-0.325,1.145,0,72
R03392,Chicago,American,$$$,20.05,25.22,0.2578,2.3,-1.784,0.879,0,72
R03393,NYC,Chinese,$$,13.81,17.73,0.2836,10.6,-1.924,1.482,0,72
R03394,LA,Indian,$,10.98,14.15,0.2886,4.6,-0.068,1.115,0,72
R03395,Chicago,Vietnamese,$$,13.1,15.87,0.2112,6.5,-0.478,0.949,0,72
R03396,NYC,American,$$,16.5,20.3,0.2307,0.8,-0.91,1.563,0,72
R03397,NYC,Mediterranean,$$$,18.21,23.52,0.2917,12.0,-1.077,1.775,0,72
R03398,LA,Thai,$$,16.76,21.84,0.3031,0.5,0.134,1.255,0,72
R03399,LA,Vietnamese,$$,12.43,15.27,0.2286,4.9,1.302,1.185,0,72
R03400,NYC,Vietnamese,$,8.82,11.27,0.2771,5.1,0.134,1.447,1,36
R03401,Chicago,Vietnamese,$,11.21,14.14,0.2617,4.6,1.316,1.146,0,72
R03402,LA,American,$,11.96,15.64,0.3079,10.0,-0.374,1.257,0,72
R03403,Chicago,Japanese,$$$,24.73,29.16,0.1793,8.3,0.443,1.024,0,72
R03404,Chicago,Indian,$$$,18.65,23.44,0.257,4.6,1.352,1.032,0,72
R03405,Chicago,American,$$,12.8,15.9,0.2423,2.0,-0.158,0.842,0,72
R03406,LA,Japanese,$$$,19.5,24.13,0.2375,0.8,0.026,1.258,0,72
R03407,NYC,Mexican,$,10.66,14.43,0.3534,0.5,-0.374,1.305,0,72
R03408,LA,Indian,$$,13.36,16.21,0.2128,4.4,0.593,1.258,0,72
R03409,NYC,Vietnamese,$$,12.39,16.07,0.2972,0.5,0.902,1.328,0,72
R03410,LA,Italian,$$,16.62,21.63,0.3017,12.1,0.351,1.288,0,72
R03411,NYC,Italian,$$$,20.24,26.83,0.3252,3.5,-0.229,1.424,0,72
R03412,LA,Chinese,$$,15.75,21.14,0.3421,8.6,-1.5,1.046,0,72
R03413,NYC,FastFood,$,10.36,14.67,0.415,22.1,-0.048,1.4,0,72
R03414,NYC,Mediterranean,$$,13.9,16.66,0.1987,6.2,-0.192,1.889,0,72
R03415,NYC,American,$$$,20.53,25.31,0.2326,2.9,0.236,1.104,0,72
R03416,LA,Japanese,$$$$,28.64,35.36,0.2344,1.8,0.117,1.224,0,72
R03417,LA,Indian,$$$,19.18,26.86,0.4008,7.7,1.572,1.063,0,72
R03418,NYC,American,$$,15.55,19.66,0.2643,8.3,-0.696,1.711,1,35
R03419,Chicago,FastFood,$,7.42,10.0,0.3472,1.5,-1.575,1.103,0,72
R03420,Chicago,Mexican,$,10.47,13.71,0.3089,0.5,-1.143,1.023,0,72
R03421,NYC,Mexican,$,10.25,13.92,0.3578,7.1,-0.634,1.619,0,72
R03422,LA,American,$$,16.03,20.18,0.2588,2.1,1.082,1.236,0,72
R03423,NYC,Chinese,$$,15.14,19.08,0.26,3.8,-1.297,1.451,0,72
R03424,NYC,American,$$$,20.24,23.18,0.1449,7.1,-1.164,1.349,1,33
R03425,LA,Thai,$$,12.83,17.37,0.3541,7.5,0.414,1.149,0,72
R03426,NYC,Mexican,$$,12.41,16.25,0.3092,11.8,0.849,1.371,0,72
R03427,Chicago,Japanese,$$$,21.59,24.33,0.1266,22.8,-1.549,1.001,0,72
R03428,Chicago,Vietnamese,$,10.26,13.35,0.3019,6.2,-1.772,0.797,0,72
R03429,Chicago,Thai,$$,15.98,20.47,0.2809,2.4,-0.787,1.132,0,72
R03430,LA,American,$$,17.08,22.18,0.2984,27.7,0.657,1.516,0,72
R03431,LA,Chinese,$$,13.34,18.08,0.3558,1.1,0.143,1.139,0,72
R03432,Chicago,American,$$,17.07,20.21,0.1841,0.5,-0.75,1.151,0,72
R03433,NYC,Japanese,$$$,24.58,30.14,0.2263,6.2,0.739,1.427,0,72
R03434,NYC,Indian,$$,16.17,20.76,0.2841,4.3,0.124,1.349,0,72
R03435,LA,American,$$,13.76,17.9,0.3011,6.7,-0.108,1.146,0,72
R03436,NYC,Italian,$$$,21.15,24.22,0.1449,5.4,-1.614,1.465,0,72
R03437,NYC,Indian,$$,15.18,19.83,0.3064,0.5,-0.771,1.33,1,28
R03438,NYC,American,$$,14.8,19.63,0.3266,3.1,1.957,1.559,0,72
R03439,LA,Chinese,$$,13.56,18.23,0.3445,13.0,-0.336,1.128,0,72
R03440,NYC,American,$$,17.02,22.39,0.3154,2.0,-0.957,1.275,1,34
R03441,NYC,FastFood,$,10.33,14.59,0.4132,13.6,-0.382,1.447,0,72
R03442,NYC,Indian,$$,12.01,13.96,0.1626,5.2,0.119,1.334,0,72
R03443,NYC,Italian,$$$,22.85,30.4,0.3307,2.6,0.883,1.394,1,26
R03444,Chicago,Indian,$$,14.56,18.44,0.2665,3.5,0.621,0.994,0,72
R03445,NYC,Italian,$$,16.43,21.64,0.3167,1.9,-0.677,1.235,1,37
R03446,LA,American,$$,14.53,17.45,0.2013,6.3,1.272,1.43,0,72
R03447,LA,American,$$,13.36,15.66,0.1723,2.7,0.815,1.323,0,72
R03448,NYC,Chinese,$,9.5,13.39,0.4093,11.5,-0.445,1.344,0,72
R03449,Chicago,Italian,$$$,20.33,23.46,0.1537,0.9,-0.128,0.998,0,72
R03450,LA,FastFood,$$,12.14,16.08,0.3245,7.0,0.601,1.295,0,72
R03451,LA,Chinese,$,9.72,12.89,0.3264,3.6,1.075,1.23,1,33
R03452,NYC,Thai,$,11.8,15.91,0.3486,3.4,-1.519,1.817,0,72
R03453,NYC,Vietnamese,$$,13.17,18.22,0.3839,9.3,0.07,1.409,0,72
R03454,Chicago,American,$$,15.87,19.7,0.2412,0.9,-0.031,1.153,0,72
R03455,LA,Mexican,$$,14.53,18.41,0.2673,7.1,-0.571,1.022,0,72
R03456,Chicago,Chinese,$$,12.76,16.66,0.3053,10.2,-0.576,0.868,0,72
R03457,Chicago,Chinese,$,11.71,15.29,0.3061,5.4,1.054,1.224,1,31
R03458,NYC,American,$$,15.36,18.27,0.1892,1.4,0.535,1.377,0,72
R03459,LA,FastFood,$,5.54,7.81,0.4109,6.0,2.107,1.043,0,72
R03460,LA,Mediterranean,$$,13.84,15.85,0.1456,8.7,-0.57,1.193,0,72
R03461,LA,Mexican,$$,14.83,20.34,0.3717,0.7,0.137,1.397,0,72
R03462,NYC,Italian,$$$,22.31,27.18,0.2183,1.3,0.31,1.323,0,72
R03463,NYC,Chinese,$$,16.74,22.69,0.3553,6.6,0.896,1.443,0,72
R03464,LA,FastFood,$,9.2,12.57,0.3655,6.2,1.358,0.961,0,72
R03465,LA,Chinese,$,8.66,11.24,0.2981,7.0,0.094,1.134,0,72
R03466,LA,Chinese,$,11.6,15.34,0.3226,0.5,-1.095,1.353,1,32
R03467,NYC,American,$$$,20.31,25.91,0.2757,1.3,-0.711,1.32,1,35
R03468,NYC,American,$$$,21.43,28.19,0.3157,14.6,0.143,1.245,0,72
R03469,Chicago,Chinese,$$,16.61,22.91,0.3793,2.1,1.123,0.911,0,72
R03470,NYC,Vietnamese,$,11.02,13.92,0.2629,2.9,-1.446,1.348,0,72
R03471,NYC,Mexican,$,9.88,11.66,0.1806,6.0,-1.17,1.589,0,72
R03472,LA,Mexican,$$,12.41,16.12,0.2992,7.6,0.757,1.256,0,72
R03473,NYC,Mexican,$$,12.53,16.49,0.3158,10.5,-1.294,1.553,0,72
R03474,LA,Italian,$$$,23.86,28.9,0.2111,7.5,-1.125,1.204,1,29
R03475,NYC,FastFood,$,8.86,11.63,0.3137,5.8,1.137,1.346,0,72
R03476,Chicago,American,$$,16.05,20.44,0.2736,2.9,-0.221,0.911,0,72
R03477,Chicago,Indian,$$,14.69,17.35,0.1809,15.0,-0.298,1.053,0,72
R03478,Chicago,Italian,$$$,19.34,23.65,0.2225,1.9,1.368,1.21,0,72
R03479,LA,Indian,$$,16.23,21.29,0.3119,18.5,-1.063,1.072,0,72
R03480,NYC,FastFood,$,7.46,10.26,0.3758,2.7,-1.264,1.283,0,72
R03481,LA,Italian,$$,14.88,18.66,0.2544,10.5,1.629,1.047,0,72
R03482,Chicago,FastFood,$,10.88,14.77,0.3575,14.6,0.233,1.105,0,72
R03483,LA,American,$,11.91,15.04,0.2627,1.4,0.68,1.194,1,39
R03484,LA,Indian,$$$,19.47,24.59,0.2627,0.6,-0.311,1.283,0,72
R03485,LA,Chinese,$,9.22,12.21,0.3243,11.0,-0.107,1.129,0,72
R03486,LA,Vietnamese,$,10.35,13.87,0.34,4.7,-0.704,1.292,0,72
R03487,LA,American,$$$,19.06,24.86,0.3045,5.2,0.318,1.159,0,72
R03488,NYC,FastFood,$,8.5,10.83,0.2744,3.2,0.831,1.205,0,72
R03489,LA,Mediterranean,$$,13.41,16.91,0.2608,2.1,0.196,1.341,0,72
R03490,LA,Japanese,$$$,23.76,28.43,0.1967,1.4,1.061,1.195,0,72
R03491,NYC,FastFood,$,8.6,11.94,0.388,2.4,0.662,1.397,0,72
R03492,Chicago,Mediterranean,$$,16.35,20.87,0.2763,12.7,-1.048,1.034,0,72
R03493,LA,American,$$,14.3,17.82,0.2463,3.0,-0.145,1.009,0,72
R03494,NYC,Mexican,$$,12.42,16.19,0.3035,9.2,-0.448,1.527,1,43
R03495,Chicago,Chinese,$,11.71,15.22,0.2998,10.9,0.753,0.931,0,72
R03496,LA,Mexican,$$$,19.37,25.44,0.3133,0.8,0.462,1.178,0,72
R03497,LA,Mexican,$,11.97,16.66,0.3913,9.0,0.127,1.376,0,72
R03498,NYC,FastFood,$,7.95,11.51,0.4486,0.5,1.014,1.566,0,72
R03499,Chicago,Chinese,$,11.79,15.57,0.32,2.0,-1.866,0.979,1,25
R03500,NYC,Vietnamese,$$,15.83,21.24,0.3416,2.8,-0.603,1.433,1,31
R03501,LA,American,$,11.91,16.1,0.3513,4.4,-0.518,0.883,0,72
R03502,NYC,American,$$,17.07,22.05,0.292,5.3,0.252,1.314,0,72
R03503,LA,Chinese,$$,12.45,15.89,0.276,1.0,0.553,1.224,0,72
R03504,LA,American,$$,12.38,15.19,0.2262,0.5,-0.001,1.095,0,72
R03505,LA,American,$$,13.81,16.91,0.2248,1.9,-1.315,1.023,0,72
R03506,LA,American,$$,16.94,21.34,0.2597,2.9,0.407,1.271,0,72
R03507,Chicago,Chinese,$,11.13,14.39,0.2932,2.8,0.128,1.17,0,72
R03508,LA,Indian,$$,15.19,18.37,0.2092,17.9,-1.469,1.1,0,72
R03509,NYC,Mexican,$$,17.06,22.48,0.3176,5.6,-0.295,1.611,0,72
R03510,Chicago,American,$$,16.5,20.47,0.2406,0.5,0.374,1.091,0,72
R03511,LA,Japanese,$$,16.94,21.71,0.2822,2.8,1.653,1.067,0,72
R03512,Chicago,Chinese,$,11.16,14.16,0.2687,3.5,-1.089,0.916,0,72
R03513,Chicago,Thai,$$,13.3,16.92,0.2722,9.4,0.79,1.242,0,72
R03514,Chicago,Chinese,$$,12.2,14.74,0.2081,5.0,-1.076,0.875,0,72
R03515,LA,FastFood,$,8.74,11.31,0.2944,0.8,-1.271,1.115,0,72
R03516,LA,Mediterranean,$$,17.98,22.78,0.267,12.3,-1.212,1.519,0,72
R03517,NYC,Italian,$$$,24.58,31.35,0.2755,3.8,0.605,1.354,0,72
R03518,LA,Italian,$$,17.99,22.33,0.2416,4.2,0.13,1.412,0,72
R03519,LA,Mexican,$,10.16,12.98,0.2776,15.4,-0.315,1.061,0,72
R03520,LA,FastFood,$,10.46,13.9,0.3282,0.5,0.458,1.22,0,72
R03521,Chicago,American,$$$,20.08,26.22,0.3056,2.9,0.041,1.139,0,72
R03522,NYC,Mexican,$$,13.03,17.82,0.3672,1.3,0.111,1.371,0,72
R03523,NYC,American,$$,15.31,19.47,0.2719,0.5,-0.304,1.467,1,33
R03524,LA,Mexican,$$,13.98,17.74,0.2687,3.8,-1.028,1.312,1,21
R03525,NYC,American,$$,15.4,19.17,0.2443,20.7,1.691,1.301,0,72
R03526,NYC,American,$,11.05,14.15,0.2803,4.5,1.4,1.897,0,72
R03527,NYC,Mexican,$$,13.83,18.73,0.3538,17.4,1.59,1.642,0,72
R03528,Chicago,Thai,$$,16.44,21.18,0.2883,2.8,-0.539,0.958,1,39
R03529,LA,Chinese,$$,16.85,22.23,0.3194,6.5,-0.682,1.167,1,36
R03530,NYC,American,$$,14.03,17.7,0.2615,2.6,-0.414,1.824,0,72
R03531,NYC,American,$$,16.66,20.91,0.2544,15.1,1.074,1.39,1,63
R03532,LA,FastFood,$,8.89,12.82,0.4423,9.0,-0.0,1.134,0,72
R03533,NYC,American,$$,16.25,20.35,0.2522,5.9,-0.543,1.664,0,72
R03534,LA,FastFood,$,8.68,11.07,0.2754,7.0,0.364,1.014,0,72
R03535,LA,Italian,$$$,18.12,20.8,0.1481,0.7,-0.736,1.189,0,72
R03536,NYC,Mediterranean,$$,17.66,22.47,0.2723,2.0,-1.355,1.465,0,72
R03537,LA,Chinese,$$,14.85,20.01,0.347,0.6,0.129,1.103,0,72
R03538,NYC,Indian,$$$,18.06,22.96,0.2712,3.2,-0.516,1.202,0,72
R03539,NYC,Mexican,$,10.91,15.42,0.4139,3.8,-0.014,1.462,0,72
R03540,Chicago,FastFood,$,8.24,10.79,0.3096,15.0,-2.685,1.086,0,72
R03541,LA,FastFood,$,7.88,10.99,0.3955,3.0,-0.892,1.106,1,18
R03542,Chicago,Japanese,$$$,19.87,23.49,0.1821,2.9,-0.045,0.868,0,72
R03543,NYC,American,$,11.96,14.87,0.2429,0.9,-1.516,1.686,1,54
R03544,NYC,American,$$,16.07,20.64,0.2846,2.3,-1.482,1.545,0,72
R03545,LA,Italian,$$$,19.62,24.61,0.2541,4.4,0.039,1.149,0,72
R03546,LA,Vietnamese,$,11.18,14.55,0.3011,4.0,0.702,1.34,0,72
R03547,Chicago,Vietnamese,$,11.48,14.86,0.2946,4.2,-0.892,1.029,0,72
R03548,NYC,American,$$,17.25,22.59,0.3094,0.9,-0.262,1.797,1,14
R03549,Chicago,Chinese,$$,16.76,20.09,0.199,1.9,-0.239,1.083,0,72
R03550,Chicago,FastFood,$,7.88,10.19,0.293,11.3,-1.562,0.846,0,72
R03551,LA,Mexican,$,10.12,13.1,0.2941,2.3,1.184,1.109,0,72
R03552,NYC,American,$$,15.74,19.78,0.2565,0.5,-0.183,1.348,0,72
R03553,LA,Mexican,$$,17.55,23.52,0.3403,12.9,-0.172,1.245,1,48
R03554,NYC,Chinese,$,10.55,13.66,0.2948,2.0,0.373,1.398,0,72
R03555,LA,Mexican,$$,14.05,17.14,0.2197,5.2,-1.56,1.048,1,39
R03556,LA,Italian,$$$,22.17,27.01,0.2182,4.5,0.92,1.288,0,72
R03557,Chicago,American,$,10.45,12.3,0.1768,13.4,1.051,1.128,0,72
R03558,LA,American,$$,17.23,22.13,0.2848,27.5,0.141,1.185,0,72
R03559,LA,Vietnamese,$$,12.82,17.31,0.3503,3.3,0.462,1.231,0,72
R03560,LA,Vietnamese,$,10.96,13.17,0.2013,8.2,-0.326,1.068,0,72
R03561,LA,Chinese,$,11.57,14.6,0.2613,6.2,0.863,1.127,0,72
R03562,Chicago,Mexican,$,11.24,14.7,0.3077,7.7,-0.823,0.944,0,72
R03563,NYC,American,$$,15.08,18.24,0.2096,2.3,-0.032,1.551,0,72
R03564,Chicago,Vietnamese,$,10.89,14.37,0.3191,33.2,0.027,1.031,0,72
R03565,Chicago,American,$$,14.65,18.78,0.2825,1.4,-0.039,0.961,0,72
R03566,Chicago,Chinese,$$,12.22,15.42,0.2619,6.7,1.069,0.957,0,72
R03567,LA,Thai,$$,17.35,21.71,0.2513,1.8,2.188,0.948,0,72
R03568,Chicago,Mexican,$,10.05,11.8,0.1745,2.2,-0.11,1.213,0,72
R03569,NYC,American,$,11.68,15.42,0.3207,6.4,0.47,1.129,0,72
R03570,LA,Mexican,$$,15.53,22.06,0.4201,0.5,-0.802,1.262,0,72
R03571,NYC,Vietnamese,$,11.11,15.77,0.4198,18.8,1.032,1.457,0,72
R03572,NYC,Japanese,$$$,20.52,25.85,0.2603,11.8,-0.517,1.405,0,72
R03573,NYC,Indian,$$,14.21,17.7,0.2454,8.8,3.145,1.449,0,72
R03574,NYC,Mexican,$$,12.98,17.94,0.3819,0.5,-1.671,1.339,1,38
R03575,NYC,American,$$,14.56,18.54,0.2737,4.2,2.147,1.568,0,72
R03576,Chicago,Chinese,$$,14.24,18.42,0.2939,1.6,0.991,0.854,0,72
R03577,NYC,Vietnamese,$,9.67,13.01,0.3451,3.9,-1.122,1.508,0,72
R03578,LA,Mexican,$,11.84,15.68,0.3247,2.3,2.319,1.106,0,72
R03579,NYC,Mexican,$,8.39,11.67,0.3914,11.9,-0.928,1.378,0,72
R03580,LA,Indian,$$,17.91,23.87,0.3333,11.9,-0.314,1.144,0,72
R03581,LA,Mexican,$$,12.11,15.67,0.2939,7.2,-1.297,1.176,0,72
R03582,NYC,Chinese,$$,14.67,18.68,0.2738,2.7,-0.146,1.54,0,72
R03583,LA,Thai,$$,15.25,17.77,0.165,6.7,-0.053,1.195,0,72
R03584,Chicago,Thai,$$,15.46,19.21,0.2427,5.6,0.83,1.118,0,72
R03585,Chicago,Mediterranean,$$,16.98,20.12,0.1853,1.9,2.438,1.134,0,72
R03586,NYC,Italian,$$$,19.3,24.53,0.271,1.6,-0.513,1.505,0,72
R03587,LA,American,$$,13.46,16.73,0.2432,5.5,-2.753,1.302,1,44
R03588,LA,Indian,$,11.74,14.9,0.2686,1.9,0.648,1.53,1,23
R03589,NYC,Mexican,$$,12.27,16.95,0.3806,4.6,-0.55,1.224,0,72
R03590,Chicago,Indian,$$,12.83,16.29,0.2699,19.5,1.818,1.138,0,72
R03591,NYC,Mexican,$$,16.16,21.56,0.3342,6.8,-0.035,1.745,0,72
R03592,Chicago,FastFood,$,9.09,12.68,0.3943,3.8,-0.759,1.053,0,72
R03593,NYC,American,$$,14.06,18.52,0.3169,15.9,-1.013,1.822,0,72
R03594,NYC,American,$$,15.24,19.19,0.2592,10.0,0.623,1.794,0,72
R03595,Chicago,Japanese,$$$,22.53,27.07,0.2014,0.5,-0.275,0.96,0,72
R03596,Chicago,Chinese,$$,12.84,16.82,0.3094,0.5,1.468,0.969,0,72
R03597,Chicago,Italian,$$$,18.9,22.87,0.2101,21.1,-0.211,1.066,0,72
R03598,Chicago,Indian,$$,14.68,17.53,0.1939,3.6,1.415,0.928,0,72
R03599,NYC,American,$$,12.46,16.5,0.3247,10.2,-1.38,2.008,1,37
R03600,NYC,American,$,10.86,14.59,0.3429,0.5,-1.739,1.594,0,72
R03601,NYC,Chinese,$$,12.15,16.76,0.3791,1.6,0.829,1.458,0,72
R03602,LA,Vietnamese,$$,12.72,17.65,0.3871,1.1,-0.464,1.013,0,72
R03603,NYC,Japanese,$$$,20.61,28.31,0.3735,3.8,-0.264,1.495,0,72
R03604,Chicago,Chinese,$$,16.24,22.03,0.3565,1.0,-1.012,0.867,1,49
R03605,NYC,FastFood,$,8.43,11.61,0.377,1.8,-1.086,1.588,1,15
R03606,NYC,American,$$$,20.43,25.93,0.2696,9.5,0.636,1.074,0,72
R03607,NYC,American,$$$,19.69,23.4,0.1885,18.2,-0.019,1.712,0,72
R03608,NYC,FastFood,$,10.27,13.97,0.3605,3.6,-1.06,1.378,1,36
R03609,NYC,Italian,$$,14.49,18.49,0.276,3.2,0.791,1.184,0,72
R03610,LA,FastFood,$,8.53,11.44,0.3422,5.6,1.175,1.198,0,72
R03611,NYC,Vietnamese,$$,14.33,17.71,0.2356,7.5,-0.109,1.453,0,72
R03612,LA,American,$$,16.8,20.93,0.2457,2.3,1.003,1.191,0,72
R03613,Chicago,Chinese,$$,14.36,18.71,0.3023,2.2,-1.002,1.18,0,72
R03614,LA,Mexican,$,9.74,12.35,0.2687,9.0,0.577,1.256,0,72
R03615,LA,Japanese,$$$$,31.08,39.1,0.2583,3.7,0.162,1.32,0,72
R03616,NYC,Mexican,$,10.84,14.76,0.3616,6.7,-0.792,1.407,0,72
R03617,NYC,Mexican,$,8.73,12.19,0.3959,7.6,2.053,1.526,1,42
R03618,NYC,American,$$,15.02,20.51,0.3656,0.7,0.233,1.239,1,39
R03619,Chicago,Indian,$,9.33,11.49,0.2311,11.6,-0.591,1.031,0,72
R03620,LA,Chinese,$,10.69,14.0,0.3092,16.2,0.02,1.096,0,72
R03621,NYC,Indian,$$$,22.98,30.12,0.3108,2.8,-0.87,1.699,0,72
R03622,LA,FastFood,$,7.94,10.89,0.3725,6.6,-1.157,1.211,0,72
R03623,Chicago,Indian,$,11.21,14.32,0.2769,7.7,-0.449,1.083,0,72
R03624,LA,Thai,$$,14.06,19.14,0.3613,8.9,-0.382,1.238,0,72
R03625,LA,Indian,$$,12.34,14.35,0.1634,0.7,-0.804,1.49,0,72
R03626,Chicago,Chinese,$$,15.19,19.61,0.2909,3.6,1.251,0.829,0,72
R03627,LA,Italian,$$,15.34,19.24,0.2544,13.1,-0.766,1.184,0,72
R03628,LA,FastFood,$,8.92,11.85,0.3282,7.8,-0.932,1.069,0,72
R03629,NYC,Vietnamese,$,9.35,11.38,0.2168,0.5,-1.186,1.134,0,72
R03630,NYC,Thai,$$$,22.35,29.21,0.307,0.5,-1.282,1.282,1,47
R03631,Chicago,FastFood,$,9.31,11.86,0.2745,4.7,1.027,1.151,0,72
R03632,LA,Chinese,$$,12.66,17.53,0.3839,4.2,0.258,1.196,0,72
R03633,NYC,Italian,$$,17.08,21.66,0.2688,1.1,0.69,1.412,0,72
R03634,LA,Vietnamese,$,10.41,13.22,0.2702,3.0,1.018,1.317,0,72
R03635,NYC,Mexican,$,10.9,13.49,0.2374,2.4,-0.333,1.47,0,72
R03636,Chicago,American,$$,13.88,17.49,0.2595,3.2,1.472,1.076,0,72
R03637,NYC,Thai,$$$,18.94,25.47,0.3448,1.5,-0.627,1.507,0,72
R03638,Chicago,American,$$,14.49,17.66,0.2192,5.0,-1.096,1.067,0,72
R03639,LA,Italian,$$,12.27,15.46,0.2602,10.1,0.374,1.137,0,72
R03640,NYC,Indian,$,11.75,15.08,0.2826,0.7,0.145,1.644,1,41
R03641,NYC,Chinese,$$,15.36,21.1,0.3734,2.3,0.143,1.254,1,30
R03642,Chicago,Mediterranean,$$,16.25,20.95,0.2896,15.4,1.015,0.99,0,72
R03643,NYC,Mexican,$$,12.2,15.35,0.2581,3.4,0.106,1.654,0,72
R03644,NYC,Mediterranean,$$$,20.98,25.61,0.2202,2.3,0.313,1.423,1,44
R03645,LA,American,$$,13.91,18.94,0.3616,11.2,1.36,1.14,0,72
R03646,NYC,Japanese,$$$,24.65,32.46,0.3166,0.6,0.267,1.908,0,72
R03647,NYC,American,$$,14.19,17.26,0.2169,4.2,0.494,1.719,0,72
R03648,NYC,Chinese,$$,14.42,17.9,0.2415,13.5,-1.418,1.475,0,72
R03649,Chicago,Japanese,$$$,20.5,25.23,0.2304,2.8,3.719,0.89,0,72
R03650,NYC,Thai,$$,13.4,16.79,0.2529,2.1,-1.591,1.136,1,54
R03651,NYC,Thai,$$,16.23,21.0,0.2942,2.3,-0.539,1.579,0,72
R03652,NYC,Chinese,$$,14.87,19.6,0.3176,2.3,-0.57,1.688,0,72
R03653,NYC,Vietnamese,$,11.16,14.8,0.3255,1.8,2.108,1.521,0,72
R03654,NYC,Mediterranean,$$,15.62,21.02,0.3463,18.7,-0.601,1.181,0,72
R03655,NYC,Thai,$$$,18.67,26.17,0.4017,1.9,0.442,1.478,0,72
R03656,NYC,Japanese,$$$,24.46,30.48,0.2461,4.0,-0.563,1.368,0,72
R03657,NYC,Mexican,$,11.65,14.95,0.2835,8.7,-1.04,1.478,0,72
R03658,Chicago,FastFood,$,7.56,10.05,0.3294,1.8,0.57,1.263,1,32
R03659,NYC,Japanese,$$$$,26.46,35.76,0.3516,8.6,-0.719,1.594,1,38
R03660,NYC,Italian,$$$,18.38,22.6,0.2298,14.1,0.208,1.554,0,72
R03661,Chicago,Indian,$$,14.08,18.2,0.2925,3.6,0.627,0.995,0,72
R03662,Chicago,Chinese,$$,13.27,16.3,0.2281,6.7,1.907,1.051,0,72
R03663,LA,Thai,$$,14.88,19.21,0.2911,6.9,-1.262,1.1,1,36
R03664,NYC,Mexican,$$,12.37,15.86,0.2819,4.2,-0.153,1.55,0,72
R03665,NYC,Indian,$$$,18.01,23.42,0.3005,1.4,-0.111,1.417,0,72
R03666,NYC,FastFood,$,10.66,14.44,0.3542,22.5,0.001,1.314,0,72
R03667,NYC,FastFood,$,9.35,13.01,0.3904,1.9,2.569,1.599,1,30
R03668,NYC,FastFood,$,10.89,15.77,0.4489,5.2,-0.173,1.109,1,34
R03669,LA,Mediterranean,$$,17.03,21.29,0.2506,7.3,-2.521,1.124,0,72
R03670,NYC,Italian,$$$,20.38,23.44,0.15,3.4,-0.198,1.561,0,72
R03671,LA,FastFood,$,10.18,13.54,0.3299,5.7,-0.118,1.39,0,72
R03672,NYC,FastFood,$,10.21,14.04,0.375,5.2,-0.241,1.534,0,72
R03673,NYC,American,$$$,18.87,24.34,0.2901,2.5,-0.719,1.338,0,72
R03674,LA,Japanese,$$$,24.65,30.61,0.2421,2.1,-1.321,1.193,0,72
R03675,Chicago,Mexican,$$,17.78,24.26,0.3644,0.6,2.159,1.036,1,52
R03676,NYC,American,$$,14.52,18.68,0.2868,9.9,0.318,1.749,0,72
R03677,LA,Indian,$$,14.1,17.97,0.2748,22.7,-0.192,1.34,0,72
R03678,NYC,Japanese,$$$,21.17,26.06,0.2311,6.6,2.128,1.621,0,72
R03679,NYC,Japanese,$$$,20.59,24.35,0.1827,9.0,-0.869,1.461,0,72
R03680,LA,American,$,11.19,14.28,0.2765,5.9,0.602,1.055,0,72
R03681,NYC,Mexican,$$,16.01,21.65,0.3523,3.9,-1.249,1.225,0,72
R03682,NYC,FastFood,$,7.07,9.24,0.307,4.1,0.751,1.399,0,72
R03683,LA,Italian,$$$,18.56,22.79,0.2278,0.5,-1.134,1.305,0,72
R03684,NYC,Chinese,$,10.06,13.21,0.3128,6.8,0.47,1.365,0,72
R03685,NYC,Mexican,$$,13.98,18.29,0.3088,2.0,1.953,1.553,0,72
R03686,NYC,Mediterranean,$$,14.76,18.45,0.2503,11.3,0.093,1.318,0,72
